,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
0,2018-12-17,63.359799509000645,63.36930075900394,60.56702991278063,61.0989875793457,8576400,0.0,0
1,2018-12-18,61.47895908073275,62.485874181185736,61.3364693171725,62.03940963745117,7074300,0.0,0
2,2018-12-19,62.5428653969713,62.64735740410167,59.34163267027062,59.6836051940918,6705300,0.0,0
3,2018-12-20,59.51261801953388,60.15856530492024,57.69826704478647,58.610191345214844,8216200,0.0,0
4,2018-12-21,58.67668271911267,60.329544979558165,57.76475846344171,58.06873321533203,8825100,0.0,0
5,2018-12-24,57.66976629805421,59.569610381985484,57.13781227369907,58.46770095825195,3623400,0.0,0
6,2018-12-26,59.27513834149611,61.96341952643941,58.88567043955597,61.84942626953125,6157300,0.0,0
7,2018-12-27,61.14648569686038,61.64044197992678,59.047155187335285,61.46945571899414,5706000,0.0,0
8,2018-12-28,61.91591989444252,62.58086243465107,61.20347835250616,61.70693588256836,4193200,0.0,0
9,2018-12-31,62.05841036405028,62.865842671372654,61.95391835691478,62.78034591674805,4178500,0.0,0
10,2019-01-02,61.801926415605905,63.5022877592358,61.516954148258115,63.112823486328125,4549300,0.0,0
11,2019-01-03,62.818341972984925,63.29330299356578,62.134404191105716,62.248390197753906,4562200,0.0,0
12,2019-01-04,62.922825962069425,63.530775411184756,62.17238677546445,63.10331344604492,4825900,0.0,0
13,2019-01-07,63.464295509947625,66.3805561740331,63.464295509947625,66.1905746459961,7630600,0.0,0
14,2019-01-08,66.66553214121768,66.9505116653336,64.88917523519989,66.12407684326172,6756000,0.0,0
15,2019-01-09,65.9055945465612,67.42547574726461,65.33564271996276,66.77002716064453,6025100,0.0,0
16,2019-01-10,64.54720854567316,64.90818360852646,63.19832080377668,64.87018585205078,13913700,0.0,0
17,2019-01-11,64.87968123243829,66.53254362925168,64.6516947142134,66.12407684326172,5025900,0.0,0
18,2019-01-14,65.68710463559164,66.35204710513838,65.19314116050316,65.39262390136719,4568000,0.0,0
19,2019-01-15,65.31664184744443,65.31664184744443,64.4047175538683,64.79418182373047,3770000,0.0,0
20,2019-01-16,64.65169223294932,65.19314751012479,64.21472896078403,64.45220947265625,4888700,0.0,0
21,2019-01-17,64.12923968152825,66.17157354030242,63.806262415630655,65.8960952758789,4133200,0.0,0
22,2019-01-18,66.4660439163489,67.33046917315782,66.33305541530136,67.14048767089844,4484100,0.0,0
23,2019-01-22,66.85551933144116,67.48247143875787,66.17158146072877,66.76052856445312,5763900,0.0,0
24,2019-01-23,67.29247926102381,67.87193233193453,65.85810208304014,66.79852294921875,4446600,0.0,0
25,2019-01-24,67.01700449288234,67.34947576571088,66.32355819755692,67.0739974975586,4057000,0.0,0
26,2019-01-25,67.49195491521441,68.81234579640814,67.38746292484693,68.76484680175781,5544200,0.0,0
27,2019-01-28,68.41338669638773,68.60337546546144,67.64395211179811,68.50838470458984,3511100,0.0,0
28,2019-01-29,68.50839361967556,68.57488788567171,67.72945768343568,68.10942077636719,3320600,0.0,0
29,2019-01-30,68.6793663523927,69.01183761674012,67.7389383152428,68.7078628540039,3789300,0.0,0
30,2019-01-31,68.68885843771548,69.41080119681453,68.46087918385835,69.34430694580078,6699400,0.0,0
31,2019-02-01,69.43931488944474,69.43931488944474,66.93152073414612,67.60596466064453,5916200,0.0,0
32,2019-02-04,67.64394774102077,68.9263410482525,67.26397747475544,68.8123550415039,3622300,0.0,0
33,2019-02-05,69.06883097109721,69.39180823476956,68.63186770040058,69.12582397460938,3526200,0.0,0
34,2019-02-06,68.99284649888139,69.09733852024674,68.27091084786969,68.87886047363281,3399300,0.0,0
35,2019-02-07,68.43239222088091,68.90735329355721,67.90043813862933,68.26140594482422,3711600,0.0,0
36,2019-02-08,68.10941067422195,68.56537646437386,67.19748634124848,67.33047485351562,4146200,0.0,0
37,2019-02-11,67.23547982235364,67.24498107186342,65.61111402801664,66.63703155517578,6661000,0.0,0
38,2019-02-12,67.15948131241572,67.61544705317067,66.74152056799738,66.8840103149414,4505500,0.0,0
39,2019-02-13,67.07398318472464,69.1163166353321,66.4660337734734,68.93582916259766,7186900,0.0,0
40,2019-02-14,68.13790666123536,69.33480313527069,67.5489524259191,68.56536865234375,4624800,0.0,0
41,2019-02-15,68.92634475086915,69.7052805772578,68.60337471795869,69.19232177734375,3835800,0.0,0
42,2019-02-19,69.89190880155851,70.63941467458503,69.01981374197959,70.24649810791016,6868000,0.64,0
43,2019-02-20,70.37108375778828,70.56274931597379,69.47023954885721,69.68107604980469,5005600,0.0,0
44,2019-02-21,69.72899687369936,69.93024790551293,68.69398530016748,69.02940368652344,3985000,0.0,0
45,2019-02-22,69.20190742901029,69.61399497492496,68.80899082657407,69.24024200439453,3144800,0.0,0
46,2019-02-25,69.79606800860755,70.52440285622073,69.58523154319332,70.05481719970703,7782000,0.0,0
47,2019-02-26,69.88232515458972,70.16983079552152,68.72273174288988,69.27857208251953,5370900,0.0,0
48,2019-02-27,69.29773483422572,70.41900097038015,69.28815667480241,69.97815704345703,5164400,0.0,0
49,2019-02-28,70.07400602884333,70.07400602884333,69.2594090569485,69.61399841308594,5375600,0.0,0
50,2019-03-01,70.5244212943651,71.35818190423775,68.96232564646088,69.90150451660156,6833800,0.0,0
51,2019-03-04,70.39024422177599,70.88858634915123,69.43190185082425,69.64273834228516,7383800,0.0,0
